상가업소번호,가게명,리뷰,evaluation,sentiment,persent
MA010120220801764491,일품92하우스,진짜 너무 맛잇어요💛💛💛,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220801764491,일품92하우스,맛있고 가성비 좋고 친절합니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220801764491,일품92하우스,친절해요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220801764491,일품92하우스,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,치즈김밥보다는꼬마가더맛있는듯해요,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220806681307,연희김밥 신촌점,젤 좋아하는 김밥🫶,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,자주가요 신촌생겨서 너무좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,언제나 맛있어요^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,자주 이용해요! 맛나거든요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,맛잇어서자주가요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,"다양한 종류의 김밥이 있어 골라먹는 재미가 있습니다, 좋아요~",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,연희김밥 맛있어용,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,.,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220806681307,연희김밥 신촌점,다른 지점보다 밥양이 많아요,(긍정 확률 : 0.91) 긍정,긍정,0.91
MA010120220806681307,연희김밥 신촌점,꼬마오징어김밥 맵지만 넘 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,오늘도 실망시키질않네요 깔끔하고 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,김밥 종류가 다양하고 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,맛나요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,맛나요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,조아용!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,언제나 맛있는 김밥 ㅎ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,진짜 자주갑니다 연희김밥은 사랑💖 도대체 뭐가 다르길래 이렇게 맛있는건지. 만두 최애 추천 = 치즈김밥+매운꼬마김밥 진미 너무 매우니까 꼬마김밥으로 반찬처럼 먹는게 너무 좋아요 ㅎㅎㅎ 개인적으로 참치는 좀 텁텁?해서 아쉬웠어요.,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220806681307,연희김밥 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,맛 크기 모두 만족합니다 맛나게 묵었어요~~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,김밥맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,연희김밥이 왜 유명한줄 알겠어요 굿굿,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220806681307,연희김밥 신촌점,좋음,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,친절,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,집에서 싼것같이 맛있는 김밥,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,시그니쳐 매뉴는 역시 원조 연희김밥 기본에 충실한 김밥 정말 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,상품 구매했습니다.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,기본에 충실한 김밥이예요. 맛있어서 자주가게되요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,감사합니다//부자되셔요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,연희김밥 유명세에 비해 쏘쏘,(긍정 확률 : 0.92) 긍정,긍정,0.92
MA010120220806681307,연희김밥 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,굿굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,좋음,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,.,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220806681307,연희김밥 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,무난하게 먹을수 있어요 자주 갑니다  매콤 오징어는 진짜 매워요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,맛있고 친절해요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,연희김밥 되게 맛있어서 자주 찾아가는집!옆에 옥희네 떡볶이집에서 같이 먹을수 있어서 더더 좋으네요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,꼬마김밥 너무 좋네요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,맛있어요!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,연희김밥 죤맛탱,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,구,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220806681307,연희김밥 신촌점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,특별나게 맛나거나 하지않아요.  그런데 대화역 김밥집보다 맛나요  버스타기전 들려 1시간을 들고가요~ 특별하지않지만 맛있는..,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220806681307,연희김밥 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806681307,연희김밥 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,포장했어요 맛있어요 순대 소금 안넣어주셨네요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,수제튀김이 너무 맛있는 옥희네떡볶이! 은근 매콤한 떡볶이소스와 너무 잘 어울리는 조합! 튀김 너무 바삭바삭하고 깔끔해서 맛있음!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,"매장이 넓고 깨끗하며, 편안한 분위기에서 잘 먹고 왔어요 사장님이 친절하시고 혼떡세트가 가성비 좋았어요~ 오징어 튀김은 특히 강추에요 진짜 오징어라서 좋았어요 다음에도 신촌 갈일있으면 꼭꼭 재방문 할꺼에요~ 항상 지금처럼 맛이랑 청결 잘 유지해서 장사해주시면 감사하겠습니다~",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,요즘 신세대에 맞추어서 힐링할수 있는곳이에요. 이런분위기는 거의 와인한잔먹기에 어울리는 공간인데 분식집이라서 또한번 놀래고 거기다가 맛까지 있어서 넘즐겁네요~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,튀김은 물론 분식들이 다 맛있어요!!! 매장도 청결하고 화장실도 완전 깨끗하고  분식집이 이런곳 첨 봤어요ㅎㅎ 집 가까이 있었음 좋겠어요..,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,흥분해서 사진을 못남겼어요ㅠㅠ 너무너무 친절하셨고 포장도 꼼꼼히 해주셨고 무엇보다 너무맛있어서ㅜ  떡볶이 순대 다다 맛있어서 또 먹고싶어요 정말 최고최고에요👍 지나가시는 길에 꼭 드시길 추천!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,어릴 때 먹던 떡볶이맛이에요 말랑하고 맛있네요 튀김도 맛있구요 순대도 맛있어요 매장이 의외로 안쪽으로 꽤 커서 먹는 곳이 크네요 세트가 있어서 혼자 먹기도 좋아요 포장해서 한시간 지났더니 떡뽀끼 국물이 좀 사라져서 아쉬웠어요 빨리 먹을껄 ㅠ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,가성비 분식집 추천해요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,요즘 떡볶이들이 단맛이 강해서 걍 집에서 해먹었어요.귀찮아서 아주 어쩌다가요. .그런데 집근처에 생겨서 오다가다 지나면서 리뷰눈팅하다 맛있을거같아서 드디어 왔어요. 떡볶이소스가 ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,"매장이 넓어서 단체 식사하기도 좋고, 양 많아서 가성비 좋아요.",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,"리뷰를 잘 남기지 않는편인데  여긴 정말 찐맛집이라 리뷰남겨요! 그래서그런지 일주일에 세번은  출근도장 찍는것 같아요>_< 떡볶이는 기존 프랜차이즈 떡볶이보다 물리는것없는 마력의 맛이고요,, 튀김은 두말할것도 없이 바삭바삭 감칠맛장난아닙니다! 특히나 추억의떡꼬치는 이집의 시그니처인만큼 양념이 기가막혀요!! 사장님들도 넘 친절해서 기분이 좋아집니다! 오래오래 가셔서 신촌의명물로 우뚝서시길!!!",(긍정 확률 : 0.97) 긍정,긍정,0.97
MA0101202210A0068154,옥희네 떡볶이,신촌에 드디어 이런 떡볶이집이! 떡튀순 다 존맛이에요 사장님도 엄청 친절하심,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,떡볶이가 매콤하지만 맛있구요 순대는 평범했어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,떡튀순 떡꼬치 여기 다 맛있어요!!!! 와진짜 이 주변에 이런 떡볶이 맛집 없는데... 너무 기뻐여 친구들이랑 자주 올게요!! 분명 대박날것같아요. 😍,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,친절하시고 떡볶이 양 꽤 많아욥,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA0101202210A0068154,옥희네 떡볶이,맛있는 분식먹으면서 좋은시간보냈어요😊😊,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,맛있어요~!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,어묵이 맛있어요. 떡볶이는 매워요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,튀김맛집,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,사장님이 떡볶이 박사를 넘어 교수님이신듯;; 다음에 올때는 줄 서서 먹어야 할 것 같은 예감이 드네요... 떡볶이 맛있는건 당연하고 튀김이랑 꼬치가 미쳤어요 ㄷㄷㄷ 튀김 진짜 바삭하고 튀김옷이 완전 취향저격 ㅠㅠ 그리고 순대꼬치랑 메추리알 꼬치 둘다 맛있어요 떡꼬치 양념? 같은거 발라주시는데 주문 들어오면 바로 튀겨서 해주시는거라 바삭하면서도 속은 촉촉해요 저는 떡꼬치 겉에 더 바삭한걸 좋아해서... 쫜득한거 좋아하시는 분들은 떡꼬치도 입에 맞으실듯 ㅎㅎ 요즘 물가 생각하면 가성비도 좋은 편인 것 같고 생긴지 얼마 안된 매장이라 그런지 깔끔하고 좋았어요! 성인 두명이서 13000원에 배 터지고 갑니다 ㅋㅋ 번창하세요!!,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA0101202210A0068154,옥희네 떡볶이,새로생겨서 가봤는데 떡볶이 넘 맛나요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,좋음,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,떡볶이와 튀김은 딱 근본으로 맛났어요 그리고 떡볶이집인데 화장실도 엄청 청결하고 분위기도 되게 카페같은느낌이여서 좋았어요 혼밥하기도 좋고 옆에 김밥집이랑 같이 먹을수있어서 장점이 많네요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,가성비 좋고 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,"대왕김말이도 맛있고 순대, 튀김 다 맛있어요 맵찔이라 떡볶이는 조금 매운 것 같아요",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,오픈 3일차에 방문해서 남긴 제 리뷰를 많은 분이(?) 봐주신 것 같아 감개무량하네요ㅎㅎ 젤 위에 보이니 민망쓰ㅋㅋ 이번엔 꼬치메뉴에 꼬치가 끼워진 상태라 손으로 잡고 맛있게 먹었습니다ㅎㅎ~ 메추리알 꼬치는 소스를 바른건 바른대로 바르지 않은건 또 그대로 매력있게 농후하고 맛있습니다~ 최애메뉴♡ 데크에 테이블이 생겼네요~ 나중엔 인기좋은 피튀기는 경쟁의 자리가 되겠군요.. 연희김밥과 함께 취식가능이라니... 같은 건물에 김밥집이 있어 김밥메뉴를 넣지 못 했거나 상도인가 싶었고 분식집만의 매력있는 김밥이 없어 아쉬웠는데 아름다운 상생이네요ㅎ 따숩따숩~ 어묵튀김은 오늘 첨 나온거라는데 주문할 때 물어볼 걸 아쉽습니다. 담에 먹어봐야겠어요. 여긴 저렴하고 양 많고~ 가성비 맛집 추천! 특히 튀김이 맛있어요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,혼자가서 먹었는데 인테리어도 깔끔하고 친절해서 좋았어요^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,넘 맛있고 사장님이 친절하세요~👍👍 떡튀순 다 넘넘 맛있지만 특히 순대가 엄청 촉촉하고 맛있네요! 번창하세요😄😄😄,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,메뉴도 그렇고 자리도 그렇고 매장이 그렇게 크진않은데.. 그래도 혼밥하기 좋았어요ㅎㅎ 떡꼬치 오랜만에 추억돋아서 먹었는데 달달하니 맛있어요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,방금포장했는데 맛있어여ㅠ0ㅠ 새로오픈해서 깔끔하공 홀도넓어여   단품도 세트도 듈다양많음ㅎㅋㅎㅋㅎㅋㅎ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,.,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA0101202210A0068154,옥희네 떡볶이,화장실이 엄청 깨끗하고 좋아요 튀김이 찐 맛있어요! ㅋㅋㅋ  순대도 맛있구요~ 떡볶이는 좀 매운편이네요 ㅠ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,굿 혼밥하기도 좋아여,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,매콤하니 맛나네요 김말이가 길어요 좀더 따따하면 좋겠어요 ㅎ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,굿굿!! 최근 먹어본 떡볶이집 중 제일 맛났어요 그동안 내가 찾아오던 그 떡볶이맛!(안타깝게도 떡볶이사진은 까먹고 못찍음요ㅜㅜ)튀김도 깔끔하게 튀겨진 느낌이고 너무 맛나고 좋았어요!담에가면 떡볶이 사진 찍어올려야겠어요!!♡♡,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,떡볶이가 맛있습니다~ 사장님이랑직원분이 친절하고 좋습니다~ 매장도 깨끗하고~ 혼밥하기에도 좋습니다^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,"분식을 사랑해서 연희김밥 옆에 공사하는거 보고 기다리고 있다 오늘 방문~ 떡볶이는 기본에 충실한 맛으로 맛있고, 튀김이 대박 너무 맛있어요. 특히 튀김꼬치는 오사카 쿠시카츠네요 완전!! 메츄리알이 톡톡 터지는데 맥주 생각이 절로 나더라구요. 포장이라 꼬치를 뺐나봐요. 잡고 먹고 싶었는데..ㅎㅎ 담엔 말씀 드려서 꼬치 잡고 맥주 드링킹해야겠다는~~  성질 급한 제가 오픈시간전에 주문을 해서 실링기 가열이 잘 안 되었는지 집에 오니 포장이 뜯어졌더라구요. 전 괜찮았는데 다른 손님게 터지면 큰일이니.. 천천히 가열 다 되고 포장해주시면 될 것 같습니다.  치즈토핑(간단하게 체다)같은거 추가하면 객단가에도 도움되고, 손님입장에서도 떡볶이나 라면을 좀 더 풍성한 맛으로 선택할 수도 있으니 좋을 것 같네요",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,새로 생겼길래 떡볶이 조지러 와봤습니다. 맛집 인정요. 튀김 종류 많고 미친맛이네요. 떡튀 땡길때 자주 먹으러 올 것 같아요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202210A0068154,옥희네 떡볶이,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809623899,살롱드느루,술종류가 정말 다양했어요!! 전통주 좋아하는데 전통주 칵테일 먹어볼 수 있어서 행복했습니다. 다음엔 전통주 샘플러 마셔볼려구요 한옥이라 분위기도 늠 좋았어요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809623899,살롱드느루,약속파토나서 혼자 조용한곳찾으러왔는데 의외의 장소를 찾았네요,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220809623899,살롱드느루,한옥분위기 너무 좋고 술 종류도 다양해서 이것 저것 마셔보는 재미가 있습니다. 사장님친절하시고 취향에 맞춰서 술도 골라주세요. 조금 외진곳에 있지만 찾기 어렵지 않아요.데이트 코스로 추천합니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809623899,살롱드느루,진짜 분위기 짱 좋고 한국술에 맛있는 다른더 섞어서 먹을 수 있는데 짱 마싯.. 이런 분위기랑 술집 첨이라 신기함 ㅇ.ㅇ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809623899,살롱드느루,조아요,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220809623899,살롱드느루,바 메뉴 말고도 차/커피 메뉴도 훌륭,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220802865638,설맥 신촌점,넘맛나요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220802865638,설맥 신촌점,사장님 친절하시고 맛있어용💕💕,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220802865638,설맥 신촌점,맛있게잘먹엇습니당~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220802865638,설맥 신촌점,형 고마워 내가 리스팩하는 형,(긍정 확률 : 0.55) 긍정,긍정,0.55
MA010120220802865638,설맥 신촌점,건물이 새건물이라 전체적으로 깨끗해요 . 안주도 맛있는데 약간 다 매콤해서 물어보고 주문하는게 좋을듯. 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202212A0046050,달리는커피 신촌역점,리코타치즈 샐러드 너무 맛있어요 다른 매장이랑 양도 다르고 야채 신선도도 달라요 ! 강추합니다 !!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202212A0046050,달리는커피 신촌역점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202212A0046050,달리는커피 신촌역점,카야치즈토스트 괜찮아용,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202212A0046050,달리는커피 신촌역점,괜찮아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202212A0046050,달리는커피 신촌역점,매장 깔끔하고 사장님 직원분 친절해요! 카야잼치즈토스트랑 단호박샌드위치 생각보다 더더 맛있더라고요. 다음에 또 사먹어야겠어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202212A0046050,달리는커피 신촌역점,에스프레소연유라떼주문.아주머니졸고계시다급히만들어주심.라떼인데 물맛.쉬는시간에 커피가지고 내려감(바로옆건물):저 이거 라떼에 우유를 안넣으신거 같은데요;에스프레소 연유라 안넣었는데요.나:네??라떼인데 왜 우유가 안들어가죠?;음.우유를 안좋아하시는 분들도 계셔서 우유를 안넣었는데요.나:네??저는 우유를 빼달라고 한적이 없는데요;거기에우유를넣어드릴까요?(물타고우유타다뇨??)아니요;아주머니:에스프레소연유인줄알고 우유를 안넣었네요.나:메뉴판에 에프스레소 연유라는 메뉴는없는데요;아주머니:내가 아까 졸려서 잘못만들었네.근데 연유라떼는 왜드시는거예요?단거먹을려고 그러는거아니예요?그래서내가연유를많이넣어줬는데(물타서)나:어이x그냥바닐라라떼로주세요(죄송합니다다시만들어드릴께요이한마디면되는거아닌가요.변명그만대시고레시피좀알고만드세요,(긍정 확률 : 0.58) 긍정,긍정,0.58
MA0101202212A0046050,달리는커피 신촌역점,샌드위치가 맛있어요. 재료가 신선해요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202212A0046050,달리는커피 신촌역점,.,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220800665082,난향,튀김 요리가 특별히 맛있어요 탕수육 깐풍새우 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800665082,난향,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800665082,난향,런치세트 좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800665082,난향,맛있게 잘 먹었어요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800665082,난향,굳,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220800665082,난향,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800665082,난향,"분위기 좋고, 맛있고, 양도 넉넉히ㄴ 맛집입니다",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800665082,난향,연말모임하기 좋았습니다 음식도 너무 맛있습니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800665082,난향,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800665082,난향,음식도 맛있고 넓어서 조ㅗ아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800665082,난향,새우볶음밥 먹었는데 밥이 너무 푸석했어요 ㅠㅠ..담엔 꼭 짬뽕을 먹으려고요! 짬뽕에 전복도 들어있더라구용,(긍정 확률 : 0.91) 긍정,긍정,0.91
MA010120220800665082,난향,음식이 맛있고 연말회식하기 좋은 장소입니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800665082,난향,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800665082,난향,친절하고 단체모임하기 좋아요. 룸이 있어서 독립적인 공간 사용이 가능해요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800665082,난향,물가상승 했어도 재료를 너무 아꼈어요,(부정 확률 : 0.95) 부정,부정,0.95
MA010120220800665082,난향,대체로 만족합니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800665082,난향,그야말로 고급 Place...음식도 맛있지만 무엇보다 넓은 룸의 완비와 신촌이라는 복잡다단한 곳에서 갖고 있는 압도적인 주차공간...! 오오츠키와는 별개지만 연말 약속을 생각하는 직장인들이라면 이 곳을 한 번 생각해보는 건 어떨까...?,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800665082,난향,두번째 방문입니다. 음식 맛있고 양도 푸짐합니다. 개별 룸이 많아서 가족 모임하기에 좋습니다.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800665082,난향,친절 맛 서비스 굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800665082,난향,붐벼요,(긍정 확률 : 0.92) 긍정,긍정,0.92
MA010120220800665082,난향,"세트메뉴를 시켰는데 양이 너무 적습니다. 제가 소식하는 편인데, 다른 요리를 더 추가해도 배가 안차더군요. 룸 안에 날파리가 너무 많습니다. 위생관리가 잘 되는지 의문이에요.",(부정 확률 : 0.74) 부정,부정,0.74
MA010120220800665082,난향,삼선 짬뽕 굴짬뽕 x.o 볶음밥 시켰습니다 볶음밥 먹을만했습니다 굴짬뽕 그냥 쏘쏘. ( 굴 사이즈는 많이 작음 ) 삼선짬뽕이 제일 별로였습니다 갑오징어 1개? 1마리도 아니고 1개? 해산물은 전복 1. 중새우1. 갑오징어 1개 끝? 삼선짬뽕은 해산물들어가는거아닌가요? 국물 우려내는용 인가봐요,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800665082,난향,맛어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800665082,난향,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800665082,난향,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800665082,난향,ㅇㅇ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800665082,난향,ㅇㅇ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800665082,난향,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800665082,난향,식사모임에 참 좋아요 친절하고 격식있고,(긍정 확률 : 0.98) 긍정,긍정,0.98
