상가업소번호,가게명,리뷰,evaluation
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,괜찮아요,(긍정 확률 : 0.98) 긍정
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,"날치알김치돌솥비빔밥, 낙지돌솥비빔밥, 해물파전",(긍정 확률 : 0.92) 긍정
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,네,(긍정 확률 : 0.97) 긍정
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,맛있고 푸짐해요,(긍정 확률 : 0.98) 긍정
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,조아요,(긍정 확률 : 0.97) 긍정
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,친절하고 맛있어요 반찬도 다양합니다,(긍정 확률 : 0.98) 긍정
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,맛나요,(긍정 확률 : 0.98) 긍정
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,음식이맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,걍,(긍정 확률 : 0.97) 긍정
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,"부모님이 가끔 가십니다. 산채비빔밥 1인에 12천원인데요, 무난무난하다고 하셔요",(긍정 확률 : 0.98) 긍정
MA010120220804132369,탐복 현대백화점신촌점,곤드레전복밥에 내장소스를 비벼서~,(긍정 확률 : 0.95) 긍정
MA010120220804132369,탐복 현대백화점신촌점,맛있고 정갈해요,(긍정 확률 : 0.98) 긍정
MA010120220804132369,탐복 현대백화점신촌점,친절하게 응대해주셔서 감사합니다,(긍정 확률 : 0.98) 긍정
MA010120220804132369,탐복 현대백화점신촌점,맛있어요. 전복도 쫄깃하고 밥은 그냥 먹어도 맛있어요. 게우소스는 저한테는 약간 비려서 레몬소스가 더 좋았어요. 밑반찬 젓갈이 참 맛있었습니다!,(긍정 확률 : 0.98) 긍정
MA010120220804132369,탐복 현대백화점신촌점,곤드레 탐복밥_정갈한 한 상 너무 좋네요 전복이 많이 들어가지 않은 것 제외하고는 만족해요 직원분 서비스도 최고입니다:) 카드 놓고가서 다시 방문할 뻔했던 참사에서 구해주셨네요💙,(긍정 확률 : 0.98) 긍정
MA010120220804132369,탐복 현대백화점신촌점,밑반찬들이 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220804132369,탐복 현대백화점신촌점,전복밥인데 전복이 적은거 빼고 다 맛있었어요,(긍정 확률 : 0.98) 긍정
MA010120220804132369,탐복 현대백화점신촌점,음식도 너무 맛있었고요 사장님도 친절하시고 완벽한 식사였습니다,(긍정 확률 : 0.98) 긍정
MA010120220804132369,탐복 현대백화점신촌점,두번째 방문이에요. 역시 맛있어요!! 건강한 맛!!,(긍정 확률 : 0.98) 긍정
MA010120220804132369,탐복 현대백화점신촌점,"입맛 없는 어른들 모시고 갔는데, 다들 만족하셨어요. 제주도나 가야 먹을 맛인 것 같다며!! 또 생각난다고 하시더라고요. 소스며, 젓길이며 정갈한 반찬이고요. 전복과 곤드레가 들어간 밥은 소화도 잘되고 맛도 너무 좋더라고요. 1인씩 딱 먹기 좋게 한상이 나와서 깔끔하고 좋아요. 부모님과 식사 장소로 추천합니다:)",(긍정 확률 : 0.98) 긍정
MA010120220804132369,탐복 현대백화점신촌점,건강하고 든든한 탐복밥!!,(긍정 확률 : 0.98) 긍정
MA010120220804132369,탐복 현대백화점신촌점,맛있어요ㅎㅎㅎㅎ,(긍정 확률 : 0.98) 긍정
MA010120220804132369,탐복 현대백화점신촌점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220804132369,탐복 현대백화점신촌점,전복 맛집. 곤드레 탐복밥 존맛,(긍정 확률 : 0.98) 긍정
MA010120220804132369,탐복 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220804132369,탐복 현대백화점신촌점,맛나요,(긍정 확률 : 0.98) 긍정
MA010120220805237669,통인동커피공방 신촌로스팅라이브러리,네,(긍정 확률 : 0.97) 긍정
MA010120220805237669,통인동커피공방 신촌로스팅라이브러리,좋아요 ㅋㅋ,(긍정 확률 : 0.98) 긍정
MA010120220805237669,통인동커피공방 신촌로스팅라이브러리,뷰 맛집,(긍정 확률 : 0.98) 긍정
MA010120220805237669,통인동커피공방 신촌로스팅라이브러리,다음번에가면 케이크는안먹을듯  커피는 맛있었다 뷰도 훌륭함!,(긍정 확률 : 0.98) 긍정
MA010120220805237669,통인동커피공방 신촌로스팅라이브러리,뷰가 어우 ㅎㅎㅎ 신촌에서 만날 약속있으면 여기서 기다리려구요:) 음료도 맛있고 책도 읽을수 있고 좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,:)),(긍정 확률 : 0.97) 긍정
MA010120220800600549,이디야커피 신촌역점,ㅇㅋ,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,모임장소로 최고,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,모임장소로 최고,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,1층 2층으로 되어있어서 넓고 좋네요.,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,이디야 맛있고 좋아용,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,연유라떼좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,토피넛 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,매장이 넓어서 좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,친절하심!!,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,좋아요:),(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,친절한건 모르겠어요,(부정 확률 : 0.85) 부정
MA010120220800600549,이디야커피 신촌역점,좋아요!,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,ㅎㄱㄴㄷ,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,Hvvgukk,(긍정 확률 : 0.96) 긍정
MA010120220800600549,이디야커피 신촌역점,늦게까지 영업해서 좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,굳굳,(긍정 확률 : 0.95) 긍정
MA010120220800600549,이디야커피 신촌역점,여자친구랑 데이트하면 무조건 가는 집. 하루빨리 24시 영업으로 돌아와서 밤새 수다떨고 싶어요ㅠㅠㅠㅠ,(긍정 확률 : 0.97) 긍정
MA010120220800600549,이디야커피 신촌역점,맛있었어요~~!,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,매장 넓고 친절하셔요,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,왜 여기 집중이 잘 되는거지,(긍정 확률 : 0.70) 긍정
MA010120220800600549,이디야커피 신촌역점,좋아요!,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,라떼맛이그닥..,(부정 확률 : 0.95) 부정
MA010120220800600549,이디야커피 신촌역점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,촉촉한 머핀!,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,"매장이용시 1인1음료,,, 매장이 넓은편이에요",(긍정 확률 : 0.97) 긍정
MA010120220800600549,이디야커피 신촌역점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,단골됨 근데 에어컨이 안 틀어져서 2층은 더움,(부정 확률 : 0.58) 부정
MA010120220800600549,이디야커피 신촌역점,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,과제하는 학생들이 많네요~대화하기 좋은 곳,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,친절하시고 전반적인 메뉴 다 괜찮았어요.,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,좌석을 오래 비우면 치우신다고 하네오! 시험기간 자리만 맡아놓고 사라지는 사람들이 덜해서 그런가 회전율도 좋고 쾌적해요~,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,좋아용,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,갈증나서ᆞ마셔요,(긍정 확률 : 0.97) 긍정
MA010120220800600549,이디야커피 신촌역점,좋아용 ~~,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,"사장님과 직원분들 다 친절하세요 매장도 넓고 깔끔 다만 2층 화장실 공용이고 좁아서 불편,,,ㅜㅜ",(긍정 확률 : 0.96) 긍정
MA010120220800600549,이디야커피 신촌역점,매장 넓고 좋아용👍🏻👍🏻,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,카공하기 좋아요!,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,맛있어용,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,화장실이 ㅠㅡㅜ,(부정 확률 : 0.95) 부정
MA010120220800600549,이디야커피 신촌역점,일단 이번에 시킨건 아메였지만 리뷰보니까 다른분들도 느끼는 게 똑같나보네요 여기 음료 진짜 밍밍합니다 휘핑도 진짜 뭐지?싶을 정도로 조금 올려주고 밍밍해서 아무맛도 안날정도로 재료아껴요 그리고 겨울에는 2층에 히터 진짜 안틀어주더라고요 항상 너무 추웠음 노래는 맨날 컨트리음악나옴 아 언제한번 영수증 리뷰 올리고 싶어서 이번에 영수증 받아왔다,(긍정 확률 : 0.64) 긍정
MA010120220800600549,이디야커피 신촌역점,초콜랫 칩 플랫치노가 유독 다른 지점에 비해 덜단건지 밍밍해요,(부정 확률 : 0.95) 부정
MA010120220800600549,이디야커피 신촌역점,넓고좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,:),(긍정 확률 : 0.97) 긍정
MA010120220800600549,이디야커피 신촌역점,맛나요,(긍정 확률 : 0.98) 긍정
MA010120220800600549,이디야커피 신촌역점,굿,(긍정 확률 : 0.98) 긍정
MA010120220800568461,무교동낙지 신촌점,산낙지가 맛있음 3.5,(긍정 확률 : 0.98) 긍정
MA010120220800568461,무교동낙지 신촌점,10년 넘게 단골이에요 맛이 변하지 않고 그대로인집 드문데 여기는 누굴 데려가도 만족합니다,(긍정 확률 : 0.98) 긍정
MA010120220800568461,무교동낙지 신촌점,그저 그래요,(부정 확률 : 0.95) 부정
MA010120220800568461,무교동낙지 신촌점,낙지가 싱싱해요.,(긍정 확률 : 0.92) 긍정
MA010120220800568461,무교동낙지 신촌점,리뷰보고 너무 맛있다고 하셔서 방문했습니다 정말 나오자마자 너무 맛있어서 흡입하고 나왔네용 ❤️,(긍정 확률 : 0.98) 긍정
MA010120220800568461,무교동낙지 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220805061623,신촌브루스,맛도리❤️,(긍정 확률 : 0.97) 긍정
MA010120220805061623,신촌브루스,굿,(긍정 확률 : 0.98) 긍정
MA010120220805061623,신촌브루스,"따뜻한 공간 속 좋은 사장님이 계신 곳이에요.  커피와 크로플은 언제 먹어도 맛있어요’ㅇ’ 공부하기에도, 상대방과 대화 나누기에도  최고인 카페입니다. 분위기가 아늑하고 좋아요:)",(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,굿굿,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,"가격이 그새 오른거 같은 느낌적인 느낌은 있으나, 일상의 소소한 행복중 하나다.",(부정 확률 : 0.53) 부정
MA010120220808035101,버거리 신촌점,맛있어요~,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,맛있는데 양이 적어요,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,대존맛,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,맛있어요.. 근데 사장님 마스크 써주세요 ㅠ  음식 바로 위에서 주문번호 외치실 때만이라도요,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,맛있어요.^^,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,좋아요:),(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,맛있어용,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,맛있을거깉아요!!!!,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,고기패티가 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,이집 버거 먹음 다른건 못먹죠 감히 요리라고 불러도 되용 !!,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,쉬림프버거 먹었는데 너무 맛있어서 두눈번쩍! 맛있게먹었습니다,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,굿~~,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,버거는 맛있어요..포장해서 집에서 먹었는데 음식이 식지 않고 따뜻하게 잘 먹었습니다..사진을 못 찍었는데 치킨텐더를 2개 주문했는데 하나만 포장되었어요..확인 못한 잘못도 있지만..좀 속상했어요.,(긍정 확률 : 0.96) 긍정
MA010120220808035101,버거리 신촌점,좋아요!!! 분위기 굿굿,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,고기먹어야 해서 갔다왔어요~,(긍정 확률 : 0.97) 긍정
MA010120220808035101,버거리 신촌점,맛있어요!,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,"와,,,진짜 오랜만에 왔는데 너무 행복합니다ㅎㅎ 빅버거도 생기긴했는데 일단은 가장 좋았었던 든든패키지로 더블패티버거인가 먹었습니다ㅋㅋ 다 먹고나니 기분이 좋은게 조증에 걸린것마냥 정신이 없네요ㅎㅎㅎㅎ 텐터랑 소스가 기가막히게 어울려서 강추드립니다. 제발 사업 번창해서 오래오래 영업하길 기원합니다. 무튼, 빅버거로 나름의 신메뉴가 나왔으니 자주 와서 메뉴탐구 해야겠네요ㅎㅎ",(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,웬만한 수제버거집보다 버거리가 맛있습니다 특히 신촌점은 정말 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,주문하고나서야 뭔가 잘못되었다고 느꼈다. 그래도 희망을 잃지 않고 맛은 있겠지 생각했지만 생에 처음으로 햄버거와 감자튀김을 남기는 일이 생겼다. 맛은 이게 무슨맛이야싶었고 매장은 관리가 안되었는지 더러웠다 주방을 보지 않았지만 상상이 갔다. 누군가 스태프온리 문을 들락거렸지만 홀에있는 일행과 시끄럽게 떠들뿐 테이블이 더럽든 말든 신경쓰지 않았다 오히려 손님들을 내려보며 내가 여기 사장이야라고 가오잡는 느낌을 풍기고 있었다. 분명 햄버거집에 가서 시그니처 베스트 메뉴를 먹었는데 배고프다.,(부정 확률 : 0.70) 부정
MA010120220808035101,버거리 신촌점,마싯어요 개 마싯음,(긍정 확률 : 0.97) 긍정
MA010120220808035101,버거리 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,좋아요◡̎,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,양이 많고 너무 너무 맛있어요 ㅠ,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,맛있음 또갈듯,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,햄버거 빵이 부드러워서 좋아요. 감자튀김도 갓 튀겨져서 맛있어요 :-),(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,맛있고 깔끔해여~,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,좋아요!,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,재료 신선하고 제로펩시 캔 포장이라 편하고 포장 빨리 나와서 좋아요 갠적으로 최애는 치킨텐더! 넘 맛나요👍,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220808035101,버거리 신촌점,맛있어요요,(긍정 확률 : 0.98) 긍정
MA010120220814100801,커피크레페본점,ㅠㅇㅠ 👍,(긍정 확률 : 0.96) 긍정
MA010120220814100801,커피크레페본점,"크레페 단골집~♡ 항상 먹는 녹차아이스크림, 누텔라, 생크림, 딸기 크레페~~~ 그런데!!! 크레페을 받고 깜짝 놀랐어요~~~ 생크림 위에 귀여운 딸기가~ㅋㅋㅋ 이쁘게 만들어주셔서 감사합니당~ 자꾸 생각나는 맛!",(긍정 확률 : 0.98) 긍정
MA010120220814100801,커피크레페본점,굿,(긍정 확률 : 0.98) 긍정
MA010120220814100801,커피크레페본점,크레페를 원래 좋아하지도 싫어하지도 않는데 오늘 왠지 먹고 싶어서 먹었는데 괜찮았어요~~ 바나나가 많아서 좋았어요 타코야키는 겉이 엄청 빠삭해서 새롭고 좋았어요!! 소스가 엄청 달달해요.. 한 번 먹어보는거 추천입니당,(긍정 확률 : 0.98) 긍정
MA010120220814100801,커피크레페본점,"언제나 먹어도 맛있네요🥺🥺 이 리뷰를 보면 제발 와주세요… 한입만 추라이 추라이,,, 겁나 맛있습니다🔥🔥사장님 돈쭐나는 그날까지 번창하소서💕👍",(긍정 확률 : 0.98) 긍정
MA010120220814100801,커피크레페본점,항상친절하세요~^^가격도 저렴한데 아침엔 할인까지하니 완전 굿 ㅋㅋ전에 제가 주문잘못했는데 커피도 다시 공짜로주시고ㅠ완전감사했습니다~자주이용할께요^^굿입니당~~커피도맛있어요!!,(긍정 확률 : 0.98) 긍정
MA010120220814100801,커피크레페본점,이집 크레페 안먹어본 사람 없게 해주세요🥺🥺 증말 맛있어요💕💕👍👍 크레페 30년 유목민 인생 이집에 정착합니다 사장님 번창하소서🙏 일단 먹어봐 추라이 추라이~,(긍정 확률 : 0.98) 긍정
MA010120220814100801,커피크레페본점,이 가격에 맛볼수 없는 고급진 맛🥺🥺 데코도 너무 귀여워요 사장님 번창하세요💕 신촌에 온다면 꼭 들러야 할 맛집입니다👍👍,(긍정 확률 : 0.98) 긍정
MA010120220814100801,커피크레페본점,크레페 넘 귀엽고 맛있어요.!.!.!,(긍정 확률 : 0.98) 긍정
MA010120220814100801,커피크레페본점,타임 세일 저렴해요,(긍정 확률 : 0.97) 긍정
MA010120220814100801,커피크레페본점,"멀리서도 찾아오게 만드는 신촌크레페,,, 사쟝님 항상 친절하시구,,, 딸기표정 무슨일인가여? 넘 귀여워서 깜놀.... 너무너무 귀여워서 한입에 와앙 해버렸네여,,, 신촌크레페 영원하라",(긍정 확률 : 0.96) 긍정
MA010120220814100801,커피크레페본점,두 번째 방문! 콜드크레페 최고에요 신촌 올 때마다 방앗간 들리듯이 오고있어요,(긍정 확률 : 0.98) 긍정
MA010120220814100801,커피크레페본점,수박쥬스 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220814100801,커피크레페본점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220814100801,커피크레페본점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220814100801,커피크레페본점,크레페 달달하고 존맛!💕,(긍정 확률 : 0.98) 긍정
MA010120220814100801,커피크레페본점,역시 신촌크레페가 최고시댱,(긍정 확률 : 0.98) 긍정
MA010120220814100801,커피크레페본점,사장님 친절하시고 크레페 따뜻한거 포장했는데 크게 눅눅해지지 않고 넘 맛있게 먹었어요:),(긍정 확률 : 0.98) 긍정
MA010120220814100801,커피크레페본점,녹차 딸기 크레페 먹었는데 맛있어요 ㅠㅠ 또 먹고 싶습니다!,(긍정 확률 : 0.98) 긍정
MA010120220814100801,커피크레페본점,타코야끼 먹고 싶을 때 꼭 가요! 💕,(긍정 확률 : 0.98) 긍정
MA010120220814100801,커피크레페본점,매우 친절하시고 크레페도 맛있습니다,(긍정 확률 : 0.98) 긍정
MA010120220814100801,커피크레페본점,맛있어요ㆍ,(긍정 확률 : 0.98) 긍정
MA010120220814100801,커피크레페본점,좋아여굳국,(긍정 확률 : 0.98) 긍정
MA010120220800589488,구씨네부엌,파스타 피자 다 맛있어요~ 새우 알리오올리오시켰는데  새우가 크고 탱글탱글해서 좋았어용 피자는 또띠아피자로 도우가 얇아서 굿 !,(긍정 확률 : 0.98) 긍정
MA010120220800589488,구씨네부엌,파스타 넘 맛있어용,(긍정 확률 : 0.98) 긍정
MA010120220800589488,구씨네부엌,단체로 주문해서 먹었는데 포장해도 맛났어요! 메뉴다 맛나는데 저는 커리랑 피자가 좋았어요,(긍정 확률 : 0.98) 긍정
MA010120220800589488,구씨네부엌,굿,(긍정 확률 : 0.98) 긍정
MA010120220800589488,구씨네부엌,맛있네요,(긍정 확률 : 0.98) 긍정
MA010120220800589488,구씨네부엌,피클이 맛있었던 기억,(긍정 확률 : 0.98) 긍정
MA010120220800589488,구씨네부엌,카레가 맛있었다 여기서 먹고 한동안 카레에 빠졌다 사진에는 없지만 마늘바게뜨도 정말 맛있었다 가게 분위기가 좋고 사장님도 친절하셔서 만족스러웠다 다음에는 피자도 먹어보고 싶다,(긍정 확률 : 0.98) 긍정
MA010120220800589488,구씨네부엌,맛있어요^___^,(긍정 확률 : 0.98) 긍정
MA010120220800589488,구씨네부엌,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800589488,구씨네부엌,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800589488,구씨네부엌,"주말마다 자주가는 곳이에요. 카레도 맛나고, 최근 피자의 변화가 생겼는지 더 맛있어요. 강추해요!",(긍정 확률 : 0.98) 긍정
MA010120220800589488,구씨네부엌,"일하는 분들 너무 친절하시고~~ 음식도 너무 맛있게 먹었습니다 ~~ 기분 좋은 하루네요~~~ 매콤 아라비아따, 고르곤졸라 피자 추천해요~~",(긍정 확률 : 0.98) 긍정
MA010120220800589488,구씨네부엌,점심시간에는 사람이 많아서 조금 지나서 갔던 구씨네부엌~ 칠리 크림새우 소스 맛있었어요.  고르곤졸라&꿀은 꿀이 피자에 발라져서 나와서 먹기 편하고 맛있었어요.  셀프바가 있어서 신선했네요.,(긍정 확률 : 0.98) 긍정
MA010120220800589488,구씨네부엌,새우알리오올리오가 정말 맛있어요 ㅋㅋㅋ강추에요 피자는 고르곤졸라가 맛있었어요,(긍정 확률 : 0.98) 긍정
MA010120220800589488,구씨네부엌,"피자가 진짜 너무 맛있어서 깜짝놀랬어요,, 왠만한 피자 브랜드, 양식 레스토랑보다 맛있어요ㅜㅜ😭😭 매장도 아기자기하고 깔끔! 데이트코스로 제격인 장소입니다 ♥",(긍정 확률 : 0.98) 긍정
MA010120220800589488,구씨네부엌,피자 진짜 맛있었어요 그리고 수제 마늘소스도 대박! 향도 진해요,(긍정 확률 : 0.98) 긍정
MA010120220800589488,구씨네부엌,인테리어도 아기자기하고 노래도 재즈를 틀어줘서 좋았다.  새우 크리미커리 라이스와 로제쉬림프를 시켰는데 둘 다 양도 많고 소스도 크림맛이 강해 부드러웠음. 무엇보다 채소가 많이 들어가있고 새우들이 통통해서 맛있다!,(긍정 확률 : 0.98) 긍정
MA010120220800589488,구씨네부엌,분위기 아담하고 소박하고  양도 적어보였지만 배부르게 먹었어요~ 특히 로제리조또가 맛있었어요ㅎㅎ,(긍정 확률 : 0.98) 긍정
