상가업소번호,가게명,리뷰,evaluation
MA010120220811980013,진저브라운,진저브라운 맛 이름 그 잡채..! 생강과 티라미슈 안어울린다고 생각하면 경기도 오산임 달달한거 별로 안좋아하는 나에게 진짜 딱이었음 포장 진짜 꼼꼼하게 되어있어 선물용으로도 좋을 듯 하고 특히 달지 않은데에다가 시나몬 향과 한 입퍼먹으면 느끼하지 않고 신선한 맛 그리고 깔끔한 뒷맛까지 아아랑 먹음 체고의 궁합임 엄마가 내 얼그레이 티라미슈 다 뺏어드심 ㅋㅋ,(긍정 확률 : 0.98) 긍정
MA010120220811980013,진저브라운,제가 단걸 별로 안 좋아해서 너무 달면 못 먹는데 이건 과도한 단맛이 없어서 좋았어요. 은은하게 나는 진저향도 참 좋네요.,(긍정 확률 : 0.98) 긍정
MA010120220812542174,막퍼주는집,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220812542174,막퍼주는집,맛있는 간편식사 입니다.,(긍정 확률 : 0.98) 긍정
MA010120220812839157,이대깻잎떡볶이,혼밥하기 좋고 한번에 다양하게 맛볼수 있는 메뉴 맛나네요,(긍정 확률 : 0.98) 긍정
MA010120220812839157,이대깻잎떡볶이,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220812839157,이대깻잎떡볶이,맛있어요 튀김굿,(긍정 확률 : 0.98) 긍정
MA010120220812839157,이대깻잎떡볶이,깻잎 떡볶이 친절하시고 맛도 좋아서 신촌 메가박스 이용시 너무 좋음,(긍정 확률 : 0.98) 긍정
MA010120220812839157,이대깻잎떡볶이,맛있어용,(긍정 확률 : 0.98) 긍정
MA010120220812839157,이대깻잎떡볶이,최고에용 떡볶이 맛있고 주인 아주머니분 정말 친절하셔요! 꼭 여기 가세영,(긍정 확률 : 0.98) 긍정
MA010120220812839157,이대깻잎떡볶이,가성비짱 맛있어요 국굿,(긍정 확률 : 0.98) 긍정
MA010120220812839157,이대깻잎떡볶이,양이 많고 가성비 값입니다~,(긍정 확률 : 0.98) 긍정
MA010120220812841645,허니꼬꼬,이대 박스스퀘어. 애들이 잘 가서 먹어요.,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,굿,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,굿,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,굿,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,굿,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,혼자 먹기 편해요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,혼자 먹기 편해요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,혼자 먹기 편해요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,혼자 먹기 편해요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,맛있어요^^ 나물이 많이 들어있네요^^,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,맛있어요^^ 나물이 많이 들어있네요^^,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,맛있어요^^ 나물이 많이 들어있네요^^,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,맛있어요^^ 나물이 많이 들어있네요^^,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,컵밥 양이 상당히 많고 맛도 좋습니다.,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,컵밥 양이 상당히 많고 맛도 좋습니다.,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,컵밥 양이 상당히 많고 맛도 좋습니다.,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,컵밥 양이 상당히 많고 맛도 좋습니다.,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,대박나세요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,대박나세요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,대박나세요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,대박나세요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,"이번에는 김치불고기컵밥을 시켰어요 :)  사장님 사모님 항상 친절하시고 밥 양도 많이 주세요!! 물론 물가 상승 때문에 여기도 처음보다는 가격이 올랐지만 그래도 다른 가게 대비 진짜 개미 눈곱만큼입니다. 정말 혜자롭고 가성비 좋아요.. 😭 메뉴 자체가 엄청 특별한 메뉴는 아니기 때문에 다 아는 맛이지만, 그럼에도 맛있고 저렴하고 양도 많이 주시면서 계속 운영하는 건 쉬운 일이 아닌데ㅠㅠ 오래오래 팔아주세요 컵밥 자주 먹으러 가겠습니다 😋",(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,"이번에는 김치불고기컵밥을 시켰어요 :)  사장님 사모님 항상 친절하시고 밥 양도 많이 주세요!! 물론 물가 상승 때문에 여기도 처음보다는 가격이 올랐지만 그래도 다른 가게 대비 진짜 개미 눈곱만큼입니다. 정말 혜자롭고 가성비 좋아요.. 😭 메뉴 자체가 엄청 특별한 메뉴는 아니기 때문에 다 아는 맛이지만, 그럼에도 맛있고 저렴하고 양도 많이 주시면서 계속 운영하는 건 쉬운 일이 아닌데ㅠㅠ 오래오래 팔아주세요 컵밥 자주 먹으러 가겠습니다 😋",(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,"이번에는 김치불고기컵밥을 시켰어요 :)  사장님 사모님 항상 친절하시고 밥 양도 많이 주세요!! 물론 물가 상승 때문에 여기도 처음보다는 가격이 올랐지만 그래도 다른 가게 대비 진짜 개미 눈곱만큼입니다. 정말 혜자롭고 가성비 좋아요.. 😭 메뉴 자체가 엄청 특별한 메뉴는 아니기 때문에 다 아는 맛이지만, 그럼에도 맛있고 저렴하고 양도 많이 주시면서 계속 운영하는 건 쉬운 일이 아닌데ㅠㅠ 오래오래 팔아주세요 컵밥 자주 먹으러 가겠습니다 😋",(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,"이번에는 김치불고기컵밥을 시켰어요 :)  사장님 사모님 항상 친절하시고 밥 양도 많이 주세요!! 물론 물가 상승 때문에 여기도 처음보다는 가격이 올랐지만 그래도 다른 가게 대비 진짜 개미 눈곱만큼입니다. 정말 혜자롭고 가성비 좋아요.. 😭 메뉴 자체가 엄청 특별한 메뉴는 아니기 때문에 다 아는 맛이지만, 그럼에도 맛있고 저렴하고 양도 많이 주시면서 계속 운영하는 건 쉬운 일이 아닌데ㅠㅠ 오래오래 팔아주세요 컵밥 자주 먹으러 가겠습니다 😋",(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,가성비 정말 좋아요 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,가성비 정말 좋아요 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,가성비 정말 좋아요 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,가성비 정말 좋아요 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,양도 많고 맛있어요!,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,양도 많고 맛있어요!,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,양도 많고 맛있어요!,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,양도 많고 맛있어요!,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,양도 진이잉이짜 많고 가격도 정 저렴해요. 저거 한그릇 다 먹으면 윈만한 서인 남자도 배불러해요.,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,양도 진이잉이짜 많고 가격도 정 저렴해요. 저거 한그릇 다 먹으면 윈만한 서인 남자도 배불러해요.,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,양도 진이잉이짜 많고 가격도 정 저렴해요. 저거 한그릇 다 먹으면 윈만한 서인 남자도 배불러해요.,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,양도 진이잉이짜 많고 가격도 정 저렴해요. 저거 한그릇 다 먹으면 윈만한 서인 남자도 배불러해요.,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,친절한 즉석요리~~ 컵밥과 토스트를 같이 하시네요!!,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,친절한 즉석요리~~ 컵밥과 토스트를 같이 하시네요!!,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,친절한 즉석요리~~ 컵밥과 토스트를 같이 하시네요!!,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,친절한 즉석요리~~ 컵밥과 토스트를 같이 하시네요!!,(긍정 확률 : 0.98) 긍정
MA010120220813789777,언니네양식당,7천원이라는 저렴한 가격으로 맛있는 파스타를 먹을 수 있습니다! 박스퀘어 2층에 있습니다^^,(긍정 확률 : 0.98) 긍정
MA010120220813789777,언니네양식당,요즘 물가에 정말 충격적인 가격인데 지인짜 맛있어요 사장님 사랑해요💕🩷💕🩷,(긍정 확률 : 0.98) 긍정
MA010120220813789777,언니네양식당,맛있어요!!!,(긍정 확률 : 0.98) 긍정
MA010120220813789777,언니네양식당,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220814190968,커피콩즙,가성비 좋아요.,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,굿,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,굿,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,굿,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,굿,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,이대박스 스퀘어 쌀국수집. 애들하고 밖에 날씨 좋을때 기분내기 좋음.,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,이대박스 스퀘어 쌀국수집. 애들하고 밖에 날씨 좋을때 기분내기 좋음.,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,이대박스 스퀘어 쌀국수집. 애들하고 밖에 날씨 좋을때 기분내기 좋음.,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,이대박스 스퀘어 쌀국수집. 애들하고 밖에 날씨 좋을때 기분내기 좋음.,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,굿,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,굿,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,굿,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,굿,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,양 많고 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,양 많고 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,양 많고 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,양 많고 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,6천 원인데 쌀국수 많네요,(긍정 확률 : 0.77) 긍정
MA010120220805206695,코쿤캅,6천 원인데 쌀국수 많네요,(긍정 확률 : 0.77) 긍정
MA010120220805206695,코쿤캅,6천 원인데 쌀국수 많네요,(긍정 확률 : 0.77) 긍정
MA010120220805206695,코쿤캅,6천 원인데 쌀국수 많네요,(긍정 확률 : 0.77) 긍정
MA010120220800383189,까미네 닭강정,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800679842,팔팔쌈닭,우리집애들이 즐겨 이용하는 닭강정집. 이대 박스스퀘어안에 있음. 콜라 서비스로 주셨당!!,(긍정 확률 : 0.98) 긍정
MA010120220800679842,팔팔쌈닭,"양 꽉꽉 넘치게 담아주시고 떡,감자,닭강정 하나하나 정성스럽게 가지런히 담아주셨습니다ㅎㅎ 가성비도 좋아요!",(긍정 확률 : 0.98) 긍정
MA010120220800679842,팔팔쌈닭,양이 지짜 많고 소스가 맛있어요!! 피크닉 나갈 때 하나 사가면 아주 굿입니다,(긍정 확률 : 0.98) 긍정
MA010120220800679842,팔팔쌈닭,고기가 부드러웠어요.  기름양은 상당하네요~~~,(긍정 확률 : 0.98) 긍정
MA010120220800679842,팔팔쌈닭,맛있습니다. 완전 꿀맛 입니다.,(긍정 확률 : 0.98) 긍정
MA010120220800679842,팔팔쌈닭,굿,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,굿,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,굿,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,굿,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,굿,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,혼자 먹기 편해요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,혼자 먹기 편해요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,혼자 먹기 편해요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,혼자 먹기 편해요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,맛있어요^^ 나물이 많이 들어있네요^^,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,맛있어요^^ 나물이 많이 들어있네요^^,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,맛있어요^^ 나물이 많이 들어있네요^^,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,맛있어요^^ 나물이 많이 들어있네요^^,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,컵밥 양이 상당히 많고 맛도 좋습니다.,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,컵밥 양이 상당히 많고 맛도 좋습니다.,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,컵밥 양이 상당히 많고 맛도 좋습니다.,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,컵밥 양이 상당히 많고 맛도 좋습니다.,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,대박나세요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,대박나세요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,대박나세요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,대박나세요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,"이번에는 김치불고기컵밥을 시켰어요 :)  사장님 사모님 항상 친절하시고 밥 양도 많이 주세요!! 물론 물가 상승 때문에 여기도 처음보다는 가격이 올랐지만 그래도 다른 가게 대비 진짜 개미 눈곱만큼입니다. 정말 혜자롭고 가성비 좋아요.. 😭 메뉴 자체가 엄청 특별한 메뉴는 아니기 때문에 다 아는 맛이지만, 그럼에도 맛있고 저렴하고 양도 많이 주시면서 계속 운영하는 건 쉬운 일이 아닌데ㅠㅠ 오래오래 팔아주세요 컵밥 자주 먹으러 가겠습니다 😋",(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,"이번에는 김치불고기컵밥을 시켰어요 :)  사장님 사모님 항상 친절하시고 밥 양도 많이 주세요!! 물론 물가 상승 때문에 여기도 처음보다는 가격이 올랐지만 그래도 다른 가게 대비 진짜 개미 눈곱만큼입니다. 정말 혜자롭고 가성비 좋아요.. 😭 메뉴 자체가 엄청 특별한 메뉴는 아니기 때문에 다 아는 맛이지만, 그럼에도 맛있고 저렴하고 양도 많이 주시면서 계속 운영하는 건 쉬운 일이 아닌데ㅠㅠ 오래오래 팔아주세요 컵밥 자주 먹으러 가겠습니다 😋",(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,"이번에는 김치불고기컵밥을 시켰어요 :)  사장님 사모님 항상 친절하시고 밥 양도 많이 주세요!! 물론 물가 상승 때문에 여기도 처음보다는 가격이 올랐지만 그래도 다른 가게 대비 진짜 개미 눈곱만큼입니다. 정말 혜자롭고 가성비 좋아요.. 😭 메뉴 자체가 엄청 특별한 메뉴는 아니기 때문에 다 아는 맛이지만, 그럼에도 맛있고 저렴하고 양도 많이 주시면서 계속 운영하는 건 쉬운 일이 아닌데ㅠㅠ 오래오래 팔아주세요 컵밥 자주 먹으러 가겠습니다 😋",(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,"이번에는 김치불고기컵밥을 시켰어요 :)  사장님 사모님 항상 친절하시고 밥 양도 많이 주세요!! 물론 물가 상승 때문에 여기도 처음보다는 가격이 올랐지만 그래도 다른 가게 대비 진짜 개미 눈곱만큼입니다. 정말 혜자롭고 가성비 좋아요.. 😭 메뉴 자체가 엄청 특별한 메뉴는 아니기 때문에 다 아는 맛이지만, 그럼에도 맛있고 저렴하고 양도 많이 주시면서 계속 운영하는 건 쉬운 일이 아닌데ㅠㅠ 오래오래 팔아주세요 컵밥 자주 먹으러 가겠습니다 😋",(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,가성비 정말 좋아요 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,가성비 정말 좋아요 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,가성비 정말 좋아요 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,가성비 정말 좋아요 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,양도 많고 맛있어요!,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,양도 많고 맛있어요!,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,양도 많고 맛있어요!,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,양도 많고 맛있어요!,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,양도 진이잉이짜 많고 가격도 정 저렴해요. 저거 한그릇 다 먹으면 윈만한 서인 남자도 배불러해요.,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,양도 진이잉이짜 많고 가격도 정 저렴해요. 저거 한그릇 다 먹으면 윈만한 서인 남자도 배불러해요.,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,양도 진이잉이짜 많고 가격도 정 저렴해요. 저거 한그릇 다 먹으면 윈만한 서인 남자도 배불러해요.,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,양도 진이잉이짜 많고 가격도 정 저렴해요. 저거 한그릇 다 먹으면 윈만한 서인 남자도 배불러해요.,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,친절한 즉석요리~~ 컵밥과 토스트를 같이 하시네요!!,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,친절한 즉석요리~~ 컵밥과 토스트를 같이 하시네요!!,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,친절한 즉석요리~~ 컵밥과 토스트를 같이 하시네요!!,(긍정 확률 : 0.98) 긍정
MA010120220802929059,지니네컵밥,친절한 즉석요리~~ 컵밥과 토스트를 같이 하시네요!!,(긍정 확률 : 0.98) 긍정
MA010120220805400839,노란집,스카츠에그 굿,(긍정 확률 : 0.97) 긍정
MA010120220805400839,노란집,진짜 친절하시고 음식도 너무 맛있어요. 신촌갈때마다 재방문 예정!,(긍정 확률 : 0.98) 긍정
MA010120220805400839,노란집,처음 먹어봤는데 양도 많고 맛도 있었어요..! 사장님이 친절하시고 사과 음료? 서비스도 주셔서 감동 받았습니당..🫶🏻,(긍정 확률 : 0.98) 긍정
MA010120220805400839,노란집,"기본은 샐러드 & 카레 집입니다. 가게가 (상대적으로) 외진 상권의 청년점포같은 곳에 있으며, 그래서인가 그래서아닌건가 긴가민가상가, 진짜 눈에 보이는 이미지 그대로의 맛이 납니다.   풀은 풀이요, 고기는 고기로이니, 사리자야, 너는 무엇을 그리 알을 품었는가.",(긍정 확률 : 0.96) 긍정
MA010120220805400839,노란집,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220805400839,노란집,너무 맛있어서 며칠만에 재방문 맛 가격 다 좋음 ㅊㅊㅊㅊ,(긍정 확률 : 0.98) 긍정
MA010120220805400839,노란집,코로나 시기라 사람이 별로없었어요 계란 반숙 튀김은 정말 맛있었습니다 다만 카레가 조금 짰어요,(긍정 확률 : 0.98) 긍정
MA010120220805400839,노란집,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220805400839,노란집,맛있어요! 카레소스양이 적은편이지만 그래도 가츠도 바삭하고 계란도 촉촉하고 샐러드드레싱이나 감자튀김 다 맛있었어요! 가성비 훌륭하다고 생각합니다!!,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,굿,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,굿,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,굿,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,굿,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,이대박스 스퀘어 쌀국수집. 애들하고 밖에 날씨 좋을때 기분내기 좋음.,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,이대박스 스퀘어 쌀국수집. 애들하고 밖에 날씨 좋을때 기분내기 좋음.,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,이대박스 스퀘어 쌀국수집. 애들하고 밖에 날씨 좋을때 기분내기 좋음.,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,이대박스 스퀘어 쌀국수집. 애들하고 밖에 날씨 좋을때 기분내기 좋음.,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,굿,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,굿,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,굿,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,굿,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,양 많고 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,양 많고 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,양 많고 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,양 많고 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220805206695,코쿤캅,6천 원인데 쌀국수 많네요,(긍정 확률 : 0.77) 긍정
MA010120220805206695,코쿤캅,6천 원인데 쌀국수 많네요,(긍정 확률 : 0.77) 긍정
MA010120220805206695,코쿤캅,6천 원인데 쌀국수 많네요,(긍정 확률 : 0.77) 긍정
MA010120220805206695,코쿤캅,6천 원인데 쌀국수 많네요,(긍정 확률 : 0.77) 긍정
MA010120220810880772,마라탕 이대6호점,이거 먹고 나면 다른 마라탕이 가짜로 느껴집니다.,(긍정 확률 : 0.98) 긍정
MA010120220810880772,마라탕 이대6호점,조리시간이 엄청 짧아서 미지근하고 단호박이랑 분모자는 충분이 무르지 않은상태로 나왔어요. 좀 아쉽네요,(긍정 확률 : 0.56) 긍정
MA010120220810880772,마라탕 이대6호점,좋아,(긍정 확률 : 0.98) 긍정
MA010120220810880772,마라탕 이대6호점,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220810880772,마라탕 이대6호점,그,(긍정 확률 : 0.90) 긍정
MA010120220810880772,마라탕 이대6호점,직원이 불친절해요. 주문하다가 혼나기는 처음입니다. 이벤트 설명하기 싫으시면 이벤트 접으세요. 그래도 마라탕 맛있어요.,(긍정 확률 : 0.98) 긍정
MA010120220810880772,마라탕 이대6호점,맛있어요 자주 감 2인분이라 고기 400g 추가했는데 배불러요,(긍정 확률 : 0.98) 긍정
MA010120220810880772,마라탕 이대6호점,마라탕도 마라탕인데 꿔바로우 진짜 미틴놈이야요,(긍정 확률 : 0.98) 긍정
MA010120220810880772,마라탕 이대6호점,맛은 있는데 점원이 좀 퉁명스러워요,(긍정 확률 : 0.90) 긍정
MA010120220812111021,파스타리코 신촌점,얼큰해물뚝배기 최애에요 엄청 매운데 맛있게 매워서 스트레스 풀려요!,(긍정 확률 : 0.98) 긍정
MA010120220812111021,파스타리코 신촌점,가성비짱~분위기있는파스타집은 아니고 가격과 맛이괜춘. 고기는 레어로시키면 이렇게나와요~,(긍정 확률 : 0.86) 긍정
MA010120220812111021,파스타리코 신촌점,음식이 깔끔하고 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220812111021,파스타리코 신촌점,🙂,(긍정 확률 : 0.97) 긍정
MA010120220812111021,파스타리코 신촌점,파스타 존맛!,(긍정 확률 : 0.98) 긍정
MA010120220812111021,파스타리코 신촌점,리조또가 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220812111021,파스타리코 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220812111021,파스타리코 신촌점,딸이 다녀왔는데 너무 맛있었다고 가성비좋아서 많이 가는곳이라고 얘기해주더라구요~~ 엄카찬스로 친구랑 맛나게 먹었답니다. 파스타는 여기가 맛있었고 고르곤졸라는 동네 파스타집이 맛있었다고 하네요~ 담엔 엄마랑 가고싶대서 그러자고 했습니다~ ㅎㅎ 피자맛 업그레이드 부탁드립니다^^,(긍정 확률 : 0.98) 긍정
MA010120220800562989,투썸플레이스 신촌기차역점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800562989,투썸플레이스 신촌기차역점,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220811950836,크로플덕오리아가씨 신촌점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220811950836,크로플덕오리아가씨 신촌점,생딸기 크로플... 바삭하고 크림이 맛있어요 알바생 언니도 친절해요,(긍정 확률 : 0.98) 긍정
MA010120220811950836,크로플덕오리아가씨 신촌점,냄새에 이끌려 플레인 하나 사먹었는데 진짜진짜 맛있었어요!! 먹어봤던 크로플 중에 제일 맛있었습니다🥺 진짜 최고💗💗,(긍정 확률 : 0.98) 긍정
MA010120220811950836,크로플덕오리아가씨 신촌점,크로플 향때문에 지나가기가 힘들어요 흑 너무맛있습니다!!!!,(긍정 확률 : 0.98) 긍정
MA010120220811950836,크로플덕오리아가씨 신촌점,사장님 대박 친절하시구💓 메뉴도 엄청나게 다양해요 완전 착하시고 포장하고 먹기전이지만  완전 맛있어 보여요!!!!!! 앞에서 반죽 만드시는데 완전 포동포동하고 귀여웠어요..🙂🙂🙂 우리집앞이면 맨날 왔는데ㅜㅜㅜㅜ이런 맛집은 맨날 우리집앞에는 없다는게 슬퍼요.....다음에 꼭 또올게요🫶,(긍정 확률 : 0.98) 긍정
MA010120220811950836,크로플덕오리아가씨 신촌점,"크로플덕 최고!!👍지난번에는 티라미수 먹었는데 맛있었고,, 이번에는 인절미랑 바나나크륄레 먹었어요😀 역시 맛있더라고요! 리뷰 남기고 싶어서 영수증도 받아왔답니나💓",(긍정 확률 : 0.98) 긍정
