상가업소번호,가게명,리뷰,evaluation,sentiment,persent
MA010120220800002167,경춘자의라면땡기는날,가는 길에 넘어져서 무릎 깨졌지만 그래도 먹고왔다,(긍정 확률 : 0.86) 긍정,긍정,0.86
MA010120220800002167,경춘자의라면땡기는날,짬뽕라면 맛있어요!! 매운거 땡길 때 또 생각날거 같아요,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220800002167,경춘자의라면땡기는날,맛있어요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800002167,경춘자의라면땡기는날,매운걸 너무 좋아해서 짬뽕라면 매운맛 즐겨먹어요,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220800002167,경춘자의라면땡기는날,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220800002167,경춘자의라면땡기는날,짬뽕라면 엄청 맵다해서 치즈넣고 먹었는데 괜찮아요 맛은 그냥 라면 잘 끓이는집ㅎㅎ 특별한건 없는데 라면치곤 비싼 느낌😅,(긍정 확률 : 0.82) 긍정,긍정,0.82
MA010120220800002167,경춘자의라면땡기는날,중독되는 칼칼함,(부정 확률 : 0.95) 부정,부정,0.95
MA010120220800002167,경춘자의라면땡기는날,오랜만에 가서 먹었는데 맛은 똑같은거같아요 ㅎㅎ 짬뽕라면 덜맵게하고 계란 추가해서 먹었습니다. 좋아하는 맵기라 맛있게 먹었어요!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,맛있어요. 아주매운맛은 많이 매워요ㅋ,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800002167,경춘자의라면땡기는날,매운맛..맛있게 먹었어요. 근데 두번째 단계인데도 엄청 매워요. 다음엔 덜매운맛으로 먹어야겠어요.,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,짬뽕라면 넘 맛있어요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220800002167,경춘자의라면땡기는날,짬뽕라면 안 매운맛에 계란 치즈 추가했는데 맛있었어여~! 저는 싱겁게 먹는편이라 조금 짰는데 밥이랑 같이 먹으니까 좋았어요 ☻,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,짬뽕라면은 텁텁하고 떡볶이 맛이 나서 별로고 해장라면이 국물이 시원해서 맛나요! 뚝배기에 끓여서 면이 단시간에 익어 꼬들쫄깃합니당,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,덜 매운 맛이었지만 생각보다 매웠던 짬뽕라면. 또 생각나는 맛😋,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800002167,경춘자의라면땡기는날,맛있어용,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,좋아하는 곳이예요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,혼밥으로 종종 가는 곳! 맛있어요 ㅎㅎㅎ,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,추운 겨울에는 더 생각 나는 맛,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800002167,경춘자의라면땡기는날,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220800002167,경춘자의라면땡기는날,무지 매워요! 근데 자꾸 생각남,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,다음에는 두 그릇 도전..,(긍정 확률 : 0.85) 긍정,긍정,0.85
MA010120220800002167,경춘자의라면땡기는날,뚝배기라면 굿!!,(긍정 확률 : 0.93) 긍정,긍정,0.93
MA010120220800002167,경춘자의라면땡기는날,오랫만에 추억의 맛! 덜매운맛에 공기밥이면 말이 필요 없어요! 잘 먹었습니다~,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220800002167,경춘자의라면땡기는날,짬뽕라면 짱이지요~~,(긍정 확률 : 0.93) 긍정,긍정,0.93
MA010120220800002167,경춘자의라면땡기는날,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220800002167,경춘자의라면땡기는날,진리의 라땡!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,"대 존 맛🔥🔥  이렇게 맛있는 라면 첨 먹어봐여,,,또먹고싶네",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,다른데는 여기 짬뽕라면 맛이 안나서 멀어도 가끔 들려요!! 덜매운맛도 옴총 매우니 다들 조심하세여...ㅋㅋㅋㅋ 으아 또먹고싶으다,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,맛있습니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800002167,경춘자의라면땡기는날,"삼청동의 오래된 라면집! 짬뽕라면은 맵긴 한게 덜 매운 맛에 라면, 치즈 추가 하면 제 입맛엔 딱이었어요! 대기가 있은 점심시간 피해서 가길 추천드립니다.",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,매장도 좁은데 먹는데 마스크 안쓰시고 뒤에서 이웃 분과 주인분이 계속 대화해서 불편하게 먹었어요,(부정 확률 : 0.96) 부정,부정,0.96
MA010120220800002167,경춘자의라면땡기는날,서울 매운라면 맛집중에서도 진짜 젤 맛있어요,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800002167,경춘자의라면땡기는날,자주 가는 곳이라 사진을 안찍음 ㅜㅜㅠㅠ 라땡 최고에요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,짬뽕라면(₩5000) 덜매운맛에 계란 하나(₩500) 추가하면 불닭볶음면보다 조금 덜 매운 정도입니다. 제 기억에 매운맛은 머리가 쨍해지는 매운맛이었습니다.,(긍정 확률 : 0.53) 긍정,긍정,0.53
MA010120220800002167,경춘자의라면땡기는날,"매운 라면이 먹고 싶을 때 가는 곳입니다. 예전엔 자주 갔었는데 오랜만에 가서 그런건지... 이렇게 오래 대기해서 점심시간을 투자하면서까지 먹고 싶진 않구요~여유될때 가볍게 와서 먹고싶은 느낌이네요~ 밥한공기 양이 적어서 같이 가신분은 양도 적고 해물대신 오뎅과 맛살이 있는 라면을 이렇게 오래 대기하면서 먹고 싶지 않다는 피드백을 들었지만, 전 대기 없을때 매콤하고 꼬들꼬들한 라면이 먹고 싶을때 또 와야지 하고 속으로 생각했습니다 ㅎㅎ",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220800002167,경춘자의라면땡기는날,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220800002167,경춘자의라면땡기는날,좋아요.굿굿^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800002167,경춘자의라면땡기는날,매운맛짱,(긍정 확률 : 0.89) 긍정,긍정,0.89
MA010120220800002167,경춘자의라면땡기는날,짬뽕라면 대체불가,(긍정 확률 : 0.52) 긍정,긍정,0.52
MA010120220800002167,경춘자의라면땡기는날,굳,(긍정 확률 : 0.87) 긍정,긍정,0.87
MA010120220800002167,경춘자의라면땡기는날,"매운맛은 아주 맵다는 후기가 많아서 짬뽕라면 덜매운맛에 치즈+계란 추가해서 먹었는데 극락임 먹을 때는 맛있네 이정도 였는데 먹고 나와서 계속 생각남 평소에 매운거 잘먹는 다고 생각했는데, 맵기가 신라면이랑 불닭 중간 정도로 꽤 느껴졌음 다 건져먹고 마지막에 밥추가해서 비벼먹었어야 했는데 배불러서 그렇게 못먹고 왔다는 내자신에게 화가남,,, 밥까지. 추가해서 꼭 먹어주세요 제발",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,시크하세요 라면은 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800002167,경춘자의라면땡기는날,어릴 때 가보고 7년 만에 갔는데 후줄근한 감은 있지만 라면 존나 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800002167,경춘자의라면땡기는날,.,(긍정 확률 : 0.84) 긍정,긍정,0.84
MA010120220800002167,경춘자의라면땡기는날,오징어에서 냄새 나는거 빼고는 저렴하게 잘 먹었습니다,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,라면 넘 맛있어요! 공기밥도 추가 국룰!!,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800002167,경춘자의라면땡기는날,국물이 너무 없..엇어요,(부정 확률 : 0.96) 부정,부정,0.96
MA010120220800002167,경춘자의라면땡기는날,맛있습니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800002167,경춘자의라면땡기는날,맛있어서 중독되는 곳이에요!!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,덜 매운맛도 매워요 와우,(긍정 확률 : 0.87) 긍정,긍정,0.87
MA010120220800002167,경춘자의라면땡기는날,라면 땡길 때 한끼 뚝딱할 수 있는 곳이에요 음식도 빨리 나오고 지난번에 짬뽕라면을 너무 맛있게 먹은 기억 때문에 근처 지나다 들렀어요 여기서 떡라면은 처음인데 확실히 떡 때문인지 국물이 빨리 쪼그라들더라구요 다 먹어갈 때쯤 면이 불어서 조금 남겼어요 그래도 날이 추워질 수록 뚝배기 팔팔 끓고 있는 라면은 못 참을 것 같아요!!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,매장이 작아서 혼자 가는 걸 추천해용 라면 메뉴가 다양해서 좋았어용,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220800002167,경춘자의라면땡기는날,좋으뇨,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,역역시 최고 또 오고 싶어요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,존맛,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800002167,경춘자의라면땡기는날,삼청동 찐맛집,(긍정 확률 : 0.88) 긍정,긍정,0.88
MA010120220800002167,경춘자의라면땡기는날,한 번쯤 가서 먹기 좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800002167,경춘자의라면땡기는날,오랜만에 먹어도 옛날 그대로 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800002167,경춘자의라면땡기는날,다 친절하시구 맛도 좋아요!!!시골 할머니댁 놀러간 기분!!!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,종로에서 혼밥하기 좋은 곳 맛도 있어용,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800002167,경춘자의라면땡기는날,오랜전에 한번 왔던 곳이고- 한두달전에 왔다가_ 마감해서인지&아님 휴무인지 기억은 안나지만_ 헛걸음 한번 한적이 있고_ 라면은 틈새라면 말곤_직접가서 거의 안먹는 부류고_ 예전에 리뷰어 시절 아닐때 다녔던 가게들도_  요즘 다시 한번가서 리뷰남길려고  하는 습관이 생겼고_ 라면이 맛있어봤자 🍜 이지 라는생각은 변함없지만_ 짬뽕라면에 오징어도 조금넣어주는 센스에_?? 찬밥까지 시켜_  한그릇 맛있게 클리어 하고 온 부분_,(부정 확률 : 0.93) 부정,부정,0.93
MA010120220800002167,경춘자의라면땡기는날,가격도 합리적이고 맛있어요 !!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,ㅇㅇ,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,맵찔이라 치즈라면 먹었는데 맛있었음. 채썬 양배추가 있어 건더기 건져먹을만 함,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800002167,경춘자의라면땡기는날,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220800002167,경춘자의라면땡기는날,"2년째 방문 중. 맵찔이에게 계란 추가는 필수!! 공깃밥 포함으로 완뽕. 이제 시원한 바람 불어주는 날씨라, 모공 열린 걸 꽉 잡아줘서 딱 좋음.",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,맵다고 해서 덜매운맛으로 했는데 생각보다 안매웠음. 그래도 적당히 칼칼하니 맛이 아주 좋았음. 국물이 찐입니다.,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800002167,경춘자의라면땡기는날,부대라면 매운데 계속 당기는 맛이에요:),(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,옛집 같은 갬성,(긍정 확률 : 0.63) 긍정,긍정,0.63
MA010120220800002167,경춘자의라면땡기는날,고등학교때부터 17년째꾸준히가게되는 중독성있는 나의 라땡♡.♡,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,아주머니에게 주문을 해도 인사를 해도 대답을 안해주심. 불친절.  매움. 덜매운맛도 매움. 맛 평범함. 그냥 라면임 걍 대충 한끼 때울때 올만한 곳,(긍정 확률 : 0.85) 긍정,긍정,0.85
MA010120220800002167,경춘자의라면땡기는날,기다릴정도눈 아닌거같아요..,(부정 확률 : 0.96) 부정,부정,0.96
MA010120220800002167,경춘자의라면땡기는날,라땡은 언제나 사랑이죠. 혼밥하기 딱 좋아요 ㅎㅎㅎ,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,"외할머니댁에 온 것같은 기분이 드는 방에서 라면도 먹고 벽에 남겨진 낙서들도 보고, 라면도 맛있었지만 추억 속에 들어온 기분이 들어 좋았습니다:) 떡라면으로 먹었는데 떡라면도 맵고 칼칼한 맛이 있었어요 만두도 들어있었습니당 오천원으로 맛있게 잘 먹었습니다^.^",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220800002167,경춘자의라면땡기는날,왜 사람이 많은지 알것같은.. 맛있어요! 가성비 좋아요!!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,굿굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220800002167,경춘자의라면땡기는날,이이집만의 ㄹ라면 맛이있어요,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220800002167,경춘자의라면땡기는날,오래오래 장사해주세요,(긍정 확률 : 0.91) 긍정,긍정,0.91
MA010120220800002167,경춘자의라면땡기는날,라면을 밖에서 잘 안 사먹는데...한번쯤 사 먹을 만 한 것 같아요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800002167,경춘자의라면땡기는날,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800002167,경춘자의라면땡기는날,맛있음,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800002167,경춘자의라면땡기는날,맛나네요,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220800002167,경춘자의라면땡기는날,라면 땡겨서 갔는데 꼬들꼬들한 면이랑 덜 매운맛도 얼얼했던 국물의 조화가 계속 생각나요ㅋㅋ,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,매운대 생각나는 맛이예요~~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800002167,경춘자의라면땡기는날,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220800002167,경춘자의라면땡기는날,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220800002167,경춘자의라면땡기는날,라면 ㅎㅎ 그냥 집라면이에요!,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220800002167,경춘자의라면땡기는날,뚝배기에 음식이나와서 끝까지 식지않고 맛있게 먹을수 있었어요 짬뽕라면 덜매운맛도 맵찔이한테는 꽤 맵더라구요ㅠㅠ 화장실이 많이협소해요.. .,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,친절해요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,"짬뽕라면 덜매운맛 + 계란 + 치즈 조합! 뚝배기 째로 면드시면 열기 때문에 금방 뿔어용! 면 반 정도는 앞접시에 덜어드시고! 나머지 면 뚝배기에서 치즈랑 계란이랑 쓰까 드시고, 밥 꼭 비벼드세용!",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800002167,경춘자의라면땡기는날,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220800002167,경춘자의라면땡기는날,밥말아 먹게하는 국물입니다.,(긍정 확률 : 0.88) 긍정,긍정,0.88
MA010120220800002167,경춘자의라면땡기는날,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220800002167,경춘자의라면땡기는날,오랜만에 여기 생각이 나 왔어요. 근데 여전히 불친절하셔요ㅋㅋ인사하는데 받지도 않으심 혼밥하기 괜찮아 종종 생각났는데 넘 좁아 이제 안 올듯해요..,(긍정 확률 : 0.72) 긍정,긍정,0.72
MA010120220800002167,경춘자의라면땡기는날,라면 역시 최고!,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220800002167,경춘자의라면땡기는날,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220800002167,경춘자의라면땡기는날,단순한 조리지만 짱맛. 맵찔이는 여기서 콩나물라면만 먹는데 항상 만족스럽습니다 ㅎ,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,여태 돈주고 사먹은 라면중에 베스트,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800002167,경춘자의라면땡기는날,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220800002167,경춘자의라면땡기는날,점심시간에 방문했더니 대기시간은 약 40분정도 있었습니다. 라면 한 번 먹겠다고 기다리다가 지치긴 했지만 기다린 보람은 있었습니다. 해장 굿입니다! ^^,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,줄서서 먹을 맛은 아니고 평범한 라면이에요. 점심시간에 갔는데 사람이 많아서인지 직원분이 불친절하더라고요. 다신 안갈듯요,(부정 확률 : 0.95) 부정,부정,0.95
MA010120220800002167,경춘자의라면땡기는날,맛있게 매운 라면,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220800002167,경춘자의라면땡기는날,짬뽕라면에 계란 추가하셔야합니다! 매운맛으로 강추추,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800002167,경춘자의라면땡기는날,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800002167,경춘자의라면땡기는날,1단계도 저에겐 매웠어요  매운거 좋아하시는 분에게는 추천,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,덜 매운 맛을 시켰는데도 땀 삐질삐질 흘리면서 먹었습니다. 기본적인 맛은 괜찮았고요. 마지막에 밥 말아먹는게 더 맛있더라고요. 맛적인 부분은 훌륭했어요. 다만 아주머니 한 분이 조리며 설거지며 다 하시는 바람에 그릇이나 식기류가 덜 닦여있는게 좀 많이 보이더라고요.. 그런 것만 어떻게 신경을 더 써주시면 감사하겠습니다.,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002167,경춘자의라면땡기는날,짬뽕라면 맛있는매운맛이에요. 짬뽕라면+치즈는 사랑입니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800002629,향나무세그루,개인적으로는 순두부 보다 청국장이 맛있네요. 잘 먹고 왔어요~^^,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800002629,향나무세그루,편안한 느낌의 맛있는 밥상입니다ㆍ집밥~~~처럼,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002629,향나무세그루,"먹느라 메인 사진밖에 없네요  반찬이 하나하나 깔끔하고 맛났어요  특히 파래무침 최고 ^^  메인음식(제육,김치찌개) 도 제 입엔 최고였어요  덕분에 잘 먹었습니다 ^^",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002629,향나무세그루,분위기도 좋았구요 음식이 깔끔해서 좋았어요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800002629,향나무세그루,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800002629,향나무세그루,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220800013216,모미지,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220800013216,모미지,맛있는 맥주 기네스 ❤️,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800013216,모미지,굳,(긍정 확률 : 0.87) 긍정,긍정,0.87
MA010120220800013216,모미지,생맥주 종류가 다양하고 맛있어요 개인적으로 짝태 안구은게 더 맛있는거 같아요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800013216,모미지,맛있습니다.,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800013216,모미지,기네스가 진짜 맛있어요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800013216,모미지,비싸요 근데 골뱅이 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800013216,모미지,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220800013216,모미지,"하이볼, 맥주 밍밍  안주도....휴...",(긍정 확률 : 0.72) 긍정,긍정,0.72
MA010120220800013216,모미지,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220800013216,모미지,괜찮아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800013216,모미지,맥주가 진짜 맛잇어요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220800013216,모미지,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220800013216,모미지,골뱅이 무침 정말 맛있어요. 맥주도 맛나구요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220800003456,안동손칼국수 계동점,정말 맛있어요 국물이 얼큰하고 깊어서 간만에 정말 맛있게 먹었습니다 :) 사장님도 친절하셔서 기분 좋게 먹었네요 늘 번창하세요 ~!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800003456,안동손칼국수 계동점,"10년 넘은 단골 입니다 가끔씩 전을 먹는데 너무 잘 부치세요 칼국수와 김치, 수육까지 모두 다 맛있고 깊은 맛입니다.",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800003456,안동손칼국수 계동점,계동에서꼭 먹어봐야 할 맛집이에요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800003456,안동손칼국수 계동점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800003456,안동손칼국수 계동점,깔금한 사골육수에 부들부들한 면발! 찬바람 불 때 더 맛있어요~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800003456,안동손칼국수 계동점,늙은 호박전 맛이맛잇어요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220800003456,안동손칼국수 계동점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800003456,안동손칼국수 계동점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800003456,안동손칼국수 계동점,바닥에 앉아서 먹으니 불편해요. 칼국수 맛은 쏘쏘입니다,(긍정 확률 : 0.87) 긍정,긍정,0.87
MA010120220800003456,안동손칼국수 계동점,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220800014426,맛다오리구이,goood,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800014426,맛다오리구이,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800014426,맛다오리구이,음식이 맛나요.친정해요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800014426,맛다오리구이,좋아요 좋아요 너무 좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800014426,맛다오리구이,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800030400,비원커피,커피가 저렴하고도 맛있어요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800030400,비원커피,테이크아웃 해서 창덕궁에서 마셨어요,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800030400,비원커피,보통,(긍정 확률 : 0.92) 긍정,긍정,0.92
MA010120220800030400,비원커피,빠르고 맛있어오,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800030400,비원커피,좋아요~,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220800005040,장원식당,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220800005040,장원식당,국립현대미술관어서 창덕궁 가는 길 사이에 있습니다. 다들 부대찌개 드시길래 저희도 부대찌개 시켜서 먹었는데 맛있게 잘 먹고 나왔네요~~^^,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800005040,장원식당,"할머니, 할아버지가 운영하는 오래된 김치/부대찌개집…. 좀 허름하지만 음식은 맛나요 ^^",(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220800005040,장원식당,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220800005040,장원식당,김치찌개전골 맛집,(긍정 확률 : 0.87) 긍정,긍정,0.87
MA010120220800005695,왕짱구식당,위생 신경쓰셔야 할 듯 합니다... 맛도...,(긍정 확률 : 0.57) 긍정,긍정,0.57
MA010120220800005695,왕짱구식당,맛있음,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800005695,왕짱구식당,좋아용,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800005695,왕짱구식당,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800005695,왕짱구식당,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220800005695,왕짱구식당,맛,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220800005695,왕짱구식당,칼국수 7천원 !  청양고추가 들어가서 국물이 얼큰하니 딜리샤스-! 사장님 왕친절하시고 ~ 가게 분위기는 되게 정겹다 ! 위생적인 부분만 조금만 더 신경써주신다면 최고가 될듯하다 ! 파이팅 !,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800005695,왕짱구식당,"재미있는 곳, 사장님 친절하세요!",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800000955,뭉치바위,창덕궁에서 나오면서 검색하여 찾아갔는데 친절하고 음식도 빨리 나오고 정갈해보여 좋았으나 먹어보니 딱 관광객 대상으로 하는 식당이라는 생각이 들었네요.,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220800000955,뭉치바위,잘 먹었습니다.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800000955,뭉치바위,고기와 쌈밥이 잘어울려서 맛이 좋아요,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800000955,뭉치바위,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800000955,뭉치바위,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
