상가업소번호,가게명,리뷰,evaluation,sentiment,persent
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,치즈돈가스 맛있어요~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,맛있는데 밥이 오래됐는지 너어무 딱딱하고 냄새났어요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,입맛은 개인적인 거지만 진짜 별로였어요 ㅠㅠ   돈까스는 너무 기름지고   쫄면도 너무 면이 퍼졌고 양념이 너무 별로였어요  재방문 의사 없어요  유명하다고 해서 기대했는데  다시는 안갈것같네요,(긍정 확률 : 0.92) 긍정,긍정,0.92
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,뚝배기돈까스똑벆이 먹었는데용 떡이 맛이 없어서 남겨써요ㅜ 소스랑 돈까스는 맛있었어요.. 떡을 얇은 밀떡 좀 맛있는거 쓰면 좋을 것 같아요!!! 냉모밀은 딱 기대하던 그 맛이라 좋았어요🥹👍,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,쏘쏘합니다,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,꿋,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,귯,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,걍 그럭저럭,(부정 확률 : 0.95) 부정,부정,0.95
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,맛남,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,음식이 전반적으로 맛있진 않네요ㅠ,(긍정 확률 : 0.92) 긍정,긍정,0.92
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,알바생분 너무나 친절.,(부정 확률 : 0.81) 부정,부정,0.81
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,내용물대비 가격이 넘 비쌈,(부정 확률 : 0.95) 부정,부정,0.95
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,음... 모밀이 퍼졌어요 국물과 돈까스는 괜찬았는데 오늘만 실수하신거라 생각하요,(긍정 확률 : 0.63) 긍정,긍정,0.63
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,백화점 가게되면 남산돈까스 있는데 처음가봤어요 ㅎㅎ 생각보다 맛있고 바쁜데도 친절하셧어요!!  저는 치즈돈가스 덮밥먹었는데 이것도 엄청 맛있었습니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,굳,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,음식이 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,굳,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220807134605,계백집 현대백화점 신촌점,😋,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220808211788,만추 현대백화점신촌점,처음간곳인데 깔끔하고 친절했어요 짬뽕이 맛있는데 좀 매웠어요ㅎ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220808211788,만추 현대백화점신촌점,good,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220808211788,만추 현대백화점신촌점,짜장면 탕슉이 정말 맛있어요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220808211788,만추 현대백화점신촌점,조아요,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220808211788,만추 현대백화점신촌점,와 정말 맛있어요 담에 또 갈거에요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220808211788,만추 현대백화점신촌점,짜장면 양이 넘 적음. 곱빼기가 부족하다니 내가 대식가도 아닌데. 전에 왔을때보다 양이 많이 적어짐.,(긍정 확률 : 0.51) 긍정,긍정,0.51
MA010120220808211788,만추 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220808211788,만추 현대백화점신촌점,맛있어요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,~~~~^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,좋아옹,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,아이스크림라떼😊 직원은 불친절,(부정 확률 : 0.95) 부정,부정,0.95
MA010120220809586156,백미당 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,소시지 빵 맛있어요^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,백미당 아이스크림 맛집이지만 커피원두 (산미맛이 살짝) 맛있고 신선해요. 사이즈(s) 넘 작음.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,아이스크림맛있음,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,가격은 비싸나 맛은 좋아요^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,아이가 좋아해서 항상 잘 먹고있는데 안경쓴 남자직원분 너무 쌀쌀맞아서 기분이 별로예요. 어떤아이스크림 주문하신분~ 하고 말을하는것도 아니고 아이스크림들고 빤히 노려만봐서 불편해요 맛있게 드시라는 인사도 다른매장에선 기본인데 한번도 들어본적없다는...,(부정 확률 : 0.95) 부정,부정,0.95
MA010120220809586156,백미당 현대백화점신촌점,망고레몬에이드 맛있네요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,Best,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,식후 디저트는 역시 아이스크림!! 신촌현대백화점 지하 푸드코트에서..,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,좀비싼게 흠,(부정 확률 : 0.65) 부정,부정,0.65
MA010120220809586156,백미당 현대백화점신촌점,산미있는 커피에여 싫은 분은 라떼를 드시길,(부정 확률 : 0.82) 부정,부정,0.82
MA010120220809586156,백미당 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,따끈따끈~ 맛있어요! 알바생분도 친절하시구용!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,굿~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220809586156,백미당 현대백화점신촌점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810306836,풍국면 현대백화점 신촌점,별루,(부정 확률 : 0.95) 부정,부정,0.95
MA010120220810306836,풍국면 현대백화점 신촌점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810306836,풍국면 현대백화점 신촌점,꼬막비빔밥 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810306836,풍국면 현대백화점 신촌점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810306836,풍국면 현대백화점 신촌점,맛있게 잘 먹었어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810306836,풍국면 현대백화점 신촌점,ㅇ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810306836,풍국면 현대백화점 신촌점,짱~^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810306836,풍국면 현대백화점 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810306836,풍국면 현대백화점 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810306836,풍국면 현대백화점 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810306836,풍국면 현대백화점 신촌점,여름 가기전 추천함. 양많음.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810306836,풍국면 현대백화점 신촌점,푸짐하게 나눠먹기 좋아요 마늘불고기랑 국수 같이 먹음 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810306836,풍국면 현대백화점 신촌점,그냥먹을만,(긍정 확률 : 0.70) 긍정,긍정,0.70
MA010120220810306836,풍국면 현대백화점 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810306836,풍국면 현대백화점 신촌점,쭈꾸미 비빔밥 매콤하고 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810306836,풍국면 현대백화점 신촌점,양을 많이 주십니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810306836,풍국면 현대백화점 신촌점,밥도맛있고 양도많고 매장넓고 깨끗하고 무엇보다 매장안내 젊은 남자직원분 눈웃음지으시며 엄청 친절하세요 모처럼 느긋하고 기분좋게 식사하고 왔어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810306836,풍국면 현대백화점 신촌점,보통,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220810306836,풍국면 현대백화점 신촌점,볼고기 맛있었지만 밑반찬없어 아쉬워요~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810306836,풍국면 현대백화점 신촌점,음식은 맛있으나  주방에서 일하시는 분들이 너무 시끄럽고 심지어 막 소리지르심(!)  무슨일 있나 뒤 돌아볼정도로 ㅠㅠ,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220810306836,풍국면 현대백화점 신촌점,맛있어요~ 근데 그릇을 잡을때 맨손으로 엄지손가락이 국물에 닿도록 잡고 주시는게 좀 ㅋㅋㅋ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810306836,풍국면 현대백화점 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810306836,풍국면 현대백화점 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810456718,도넛킬러 현대백화점신촌점,비싸요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810456718,도넛킬러 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810456718,도넛킬러 현대백화점신촌점,"주문 후 도넛을 받는데 오래 걸립니다. 앞에 손님이 3팀 정도 있었는데 포장주문한 도넛을 받는데 10분 정도 걸렸습니다.  그리고 잘못된 도넛을 받았습니다. 제것이 아닌것 같아 안 가져가고 있었는데, 직원 분께서 가져가라고 하셨습니다. 근데 제 도넛이 아니네요. 오픈한지 얼마되지 않아 어수선합니다. 당분간은 방문할 의사 없음. 대체로 크림이 맛있어요",(긍정 확률 : 0.75) 긍정,긍정,0.75
MA010120220811940763,롤러프레시,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811940763,롤러프레시,너무 친절하세요^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811940763,롤러프레시,비싸요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811940763,롤러프레시,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811940763,롤러프레시,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811940763,롤러프레시,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811940763,롤러프레시,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811940763,롤러프레시,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812867564,마이도야 현대백화점신촌점,손님이 없는데는 다 이유가 있는듯,(부정 확률 : 0.95) 부정,부정,0.95
MA010120220812867564,마이도야 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812867564,마이도야 현대백화점신촌점,맛있게 먹었어요. 가격은 안착하구요. ^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812867564,마이도야 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812867564,마이도야 현대백화점신촌점,그냥,(부정 확률 : 0.95) 부정,부정,0.95
MA010120220812867564,마이도야 현대백화점신촌점,장어덮밥이 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812867564,마이도야 현대백화점신촌점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812867564,마이도야 현대백화점신촌점,음식이 나쁘지는 않은데 가격대비 좋지는 않아요. 커플 세트에서 초밥은 연어랑 광어만 나옵니다.  일하시는 남자분이 그닥 친절하지 않으셨어요.,(긍정 확률 : 0.90) 긍정,긍정,0.90
MA010120220812867564,마이도야 현대백화점신촌점,조용하게 식사할수 있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812867564,마이도야 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220812867564,마이도야 현대백화점신촌점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813855757,한강로칼국수 현대백화점 신촌점,음식이 깔끔하고 정식이라 든든하게 먹기 좋았어요. 조개가 신선한게 느껴져서 만족스러웠어요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813855757,한강로칼국수 현대백화점 신촌점,"백합조개칼국수 , 진짜진짜 맛있네요~ 조개가 튼실하고 맛좋아요~ 얼큰도 맛있구요~ 김치가 정말 맛있습니다👍",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813855757,한강로칼국수 현대백화점 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813855757,한강로칼국수 현대백화점 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813855757,한강로칼국수 현대백화점 신촌점,양도 많고 일하시는 분들이 친절하십니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813855757,한강로칼국수 현대백화점 신촌점,맛있어요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813855757,한강로칼국수 현대백화점 신촌점,ㅋㅋㅋ 그닥..,(부정 확률 : 0.95) 부정,부정,0.95
MA010120220813855757,한강로칼국수 현대백화점 신촌점,.,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220813855757,한강로칼국수 현대백화점 신촌점,"칼국수 조개 육수, 보쌈 고기 맛있음. 김치가 너무 달아 깜놀, 다른 음식 맛을 해치는 수준. 면이 취향이 아니어서 아쉬웠음.",(긍정 확률 : 0.83) 긍정,긍정,0.83
MA010120220813855757,한강로칼국수 현대백화점 신촌점,보리밥 보쌈 정식과 백합칼국수를 시켰습니다. 김치는 맵고 칼칼하니 맛있었고.보리밥 보쌈도 너무맛있었어요. 같이 주신 들깨 미역국도 최고. 칼국수면맛 조금 더 익혀주심 훨~~씬 더 맛있었을꺼 같아요. 백합도 크고 국물도 시원하고 너무 맛있게 잘먹었습니다^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813855757,한강로칼국수 현대백화점 신촌점,보리밥 넘 맛있어요 건강해요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813855757,한강로칼국수 현대백화점 신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813855757,한강로칼국수 현대백화점 신촌점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813856807,리틀쿠바 현대백화점유플렉스신촌점,맛있는데 약간 가성비 떨어지는 느낌?,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220813856807,리틀쿠바 현대백화점유플렉스신촌점,친절해요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813856807,리틀쿠바 현대백화점유플렉스신촌점,영화 아메리칸 셰프 보고 쿠바샌드위치가 먹고 싶어서 가봤어요 겉은 바삭하고 속은 고기가 꽉 차 있는 샌드위치였어요 개인적으로 맛있게 먹었어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813856807,리틀쿠바 현대백화점유플렉스신촌점,음식이 맛있고 매장이 깔끔하며 뷰가 좋아요~^^*,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220813856807,리틀쿠바 현대백화점유플렉스신촌점,"신촌의 중심 유플렉스에 그것도 11층에 푸트코트가 생겼다길래 방문을 해봤다. 학교도 훤히 보여서 대학생때의 추억에 잠기기도 했고, 좋은 음식과 함께 여자친구와 좋은 시간을 보냈다.",(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220800380246,보울룸 신촌점,맛있어요~!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800380246,보울룸 신촌점,뷰가 예쁘진 않아요 신촌이 위에서 봤을 때 예쁜 동네는 아니라 맛은 최고,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800380246,보울룸 신촌점,가격 대비 퀄리티 좋아요!! 양도 짱 많고 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800380246,보울룸 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800380246,보울룸 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800380246,보울룸 신촌점,뷰도 환상이고 넓고 좋은데 이 좋은고 신선한 재료들로 구성된 음식에 왜케 소스가 범벅되어 있는지 도대체 모르겠어요. 소스 오분의 1로 줄이시면 장사 5배 잘 될 겁니다,(긍정 확률 : 0.86) 긍정,긍정,0.86
MA010120220800380246,보울룸 신촌점,"기본 소스가 넘 많아요,,",(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800380246,보울룸 신촌점,"다이어트중이고 음식이 맛있어서 종종 가는데요, 카운터 보시는 남자분이 너무 불친절하고 따지는식의 말투에 주문도 어디 앉아서 기대서 무슨 집안방소파에서 티비보는 자세로 받더라고요. 진짜 얼굴에 '아 귀찮아'가 써있어서 돈주고 사먹기도 싫어질만큼 짜증나서 일부러 리뷰남기려고 영수증까지 달라고 할정도로 손님응대를 저렇게하나싶었습니다. 아무리 맛있어도 불쾌해서 다신 가기 싫으네요",(긍정 확률 : 0.90) 긍정,긍정,0.90
MA010120220800380246,보울룸 신촌점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800380246,보울룸 신촌점,"맛있는 포케!하면 생각나는 곳입니당. 정말루 맛있어용.  자주 오는데 재료도 신선하고 음식도 맛있고! 해산물 못먹는 제가 선택할 수 있는 옵션이 두부, 닭가슴살 두 개여서 좋았습니당.",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800380246,보울룸 신촌점,다이어트에 좋은 음식이에요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800380246,보울룸 신촌점,맛있어용,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800380246,보울룸 신촌점,👍👍👍👍👍👍👍👍👍👍👍,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800380246,보울룸 신촌점,포케 넘 맛있게 잘 먹었습니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,친절하시고 메뉴들 너무 맛있고 반찬도 엄청 맛있는 맛집 ^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,진짜 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,돌솥비빕밥정말맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,ㅓㅎ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,한끼 식사로 충분히 행복감을 느낄수 있는 맛집입니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,긋,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,조금 짜요,(긍정 확률 : 0.93) 긍정,긍정,0.93
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,친절하시고 메뉴도 맛있지만 반찬이 진짜 모두 맛있어요 ^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,영양 만점.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,비빔밥 굳,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,물가가 올라서 가격대비 그냥 그래요,(부정 확률 : 0.95) 부정,부정,0.95
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,복잡,(부정 확률 : 0.95) 부정,부정,0.95
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,김치전 맛있어요 낙지볶음밥 맛없어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,음식도 맛있고 모두 너무 친절하세요 최고입니다 현대 갈때마다 자주 가는 곳입니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,굿굿 진짜맛있게먹었어요~~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,음식이 맛있어요(반찬도),(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,맛있어요~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,현대에 가면 자주 갑니다 아주 좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,좋은 가게임다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,그냥그래요. 매우 평범. 백화점 식당가라 기대했는데 ..,(긍정 확률 : 0.80) 긍정,긍정,0.80
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,"부모님, 동생네부부랑 같이 쇼핑하고 점심도 백화점에서 해결~  쌈밥정식 3개!  조금의 웨이팅이 있었지만 음식도 맛있고 양이랑 종류도 많고 사장님께서 ""부모님 모시고 오는 손님 너무 보기 좋고 기분 좋으시다."" 고^^  직원분들도 친절해요~",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,good,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,고향 완전 오늘은 물도 제공안한다 완전 개판이다,(부정 확률 : 0.64) 부정,부정,0.64
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,육회비빔밥이랑 된장찌개 진짜 맛나요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,양이많아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,대기진동벨 받으면서 미리 메뉴 주문해 놓으면 금세 나와요~ 가격이 조금씩 올랐네요.,(긍정 확률 : 0.74) 긍정,긍정,0.74
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,손님 차별해요 똑같은 비빔밥 주문했는데 옆테이블은 반찬이 6가지 우리는 4가지 직원에게 말했는데 외우리는 4가지옆은6가지냐고 말했더니 기본이4가지라고함 그옆은 외6가지냐고 말했더니 말도 안하고 그냥감 완전 10층에서 매출1위라고 많이 건방짐 친절도 바닥,(부정 확률 : 0.93) 부정,부정,0.93
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
